id,name,image_url,is_closed,url,review_count,rating,transactions,price,display_phone,category,sub_category,latitude,longitude,address1,address2,address3,city,zip_code,country,state,display_address
CjUMkpPprcw-PuJ7gZEtTw,Kingston,https://s3-media2.fl.yelpcdn.com/bphoto/_kmC0NsOkynVpV_utPmPrw/o.jpg,False,https://www.yelp.com/biz/kingston-harlem?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,143,3.5,"['delivery', 'pickup']",$$,(646) 861-1082,Caribbean,Bars,40.803361,-73.9535015,218 W 116th St,,,Harlem,10026,US,NY,"218 W 116th St, Harlem, NY 10026"
YNgBR2pGWmMZAYFQbByODA,Lee Lee's Baked Goods,https://s3-media3.fl.yelpcdn.com/bphoto/QO3_fDPudaKZOBqAqrolHg/o.jpg,False,https://www.yelp.com/biz/lee-lees-baked-goods-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,158,4.5,"['delivery', 'pickup']",$,(917) 493-6633,Bakeries,Desserts,40.8057,-73.95408,283 W 118th St,,,New York,10026,US,NY,"283 W 118th St, New York, NY 10026"
XOnspIaW6mYVmrvgqOaYSQ,Lolo's Seafood Shack,https://s3-media2.fl.yelpcdn.com/bphoto/rD6VskdfpjsNa72AFrHDIg/o.jpg,False,https://www.yelp.com/biz/lolos-seafood-shack-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,699,4.0,"['delivery', 'pickup']",$$,(646) 649-3356,Seafood,Bars,40.80486,-73.95567,303 W 116th St,,,New York,10026,US,NY,"303 W 116th St, New York, NY 10026"
4rWJGwb3rjDoZHA0AECa5A,Melba's,https://s3-media2.fl.yelpcdn.com/bphoto/-Osj3DK7Geyvx23aFhwXfQ/o.jpg,False,https://www.yelp.com/biz/melbas-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,1085,4.0,"['pickup', 'delivery']",$$,(212) 864-7777,Southern,American (Traditional),40.8031468838453,-73.9565069228411,300 W 114th St,,,New York,10026,US,NY,"300 W 114th St, New York, NY 10026"
DzlCEhXW6OadK6ETcmJpwQ,67 Orange Street,https://s3-media2.fl.yelpcdn.com/bphoto/XpgUOXsN07EG-sl8CudDIw/o.jpg,False,https://www.yelp.com/biz/67-orange-street-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,387,4.0,"['pickup', 'delivery']",$$,(212) 662-2030,Lounges,Cocktail Bars,40.8022697271481,-73.9567852020264,2082 Frederick Douglas Blvd,,,New York,10026,US,NY,"2082 Frederick Douglas Blvd, New York, NY 10026"
M6Eiyx9LXMetMUxsYe-fvw,Ponty Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/4QUytZe1LW-QFDibTi6W4Q/o.jpg,False,https://www.yelp.com/biz/ponty-bistro-new-york-3?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,395,4.0,"['pickup', 'delivery']",$$,(212) 234-6474,French,Senegalese,40.8175925,-73.9412695,2375 Adam Clayton Powell Blvd,,,New York,10030,US,NY,"2375 Adam Clayton Powell Blvd, New York, NY 10030"
KfPqpZb7dCRlgao5fQXrcA,Sugar Hill Creamery,https://s3-media2.fl.yelpcdn.com/bphoto/Ks9-mx1txcVU6boI5MQ-_Q/o.jpg,False,https://www.yelp.com/biz/sugar-hill-creamery-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,182,4.5,"['pickup', 'delivery']",$$,(212) 634-9004,Ice Cream & Frozen Yogurt,Coffee & Tea,40.80407,-73.94785,184 Lenox Ave,,,New York,10026,US,NY,"184 Lenox Ave, New York, NY 10026"
RI-tVET-wKFeRNKm4cg0wQ,Sylvia's Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/-E1VJI_pr6MrkWwNpEIRhA/o.jpg,False,https://www.yelp.com/biz/sylvias-restaurant-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,1834,3.5,[],$$,(212) 996-0660,Southern,Soul Food,40.808609,-73.944404,328 Malcolm X Blvd,,,New York,10027,US,NY,"328 Malcolm X Blvd, New York, NY 10027"
uwj3FOQ0ucGOxk3vBXaBCg,Teranga,https://s3-media4.fl.yelpcdn.com/bphoto/QhWY4hal2uFmc9H6j8R5Vw/o.jpg,False,https://www.yelp.com/biz/teranga-new-york-2?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,60,4.5,"['pickup', 'delivery']",$$,,African,,40.796278,-73.949119,1280 5th Ave,,,New York,10029,US,NY,"1280 5th Ave, New York, NY 10029"
MH08_pIRKsUSwfkVYxUE7w,VINATERÍA,https://s3-media4.fl.yelpcdn.com/bphoto/hvaB7wG4DONkE0BcZ4c14A/o.jpg,False,https://www.yelp.com/biz/vinater%C3%ADa-new-york-4?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,456,4.0,['delivery'],$$,(212) 662-8462,Italian,Spanish,40.8064392068585,-73.9540110111145,2211 Frederick Douglass Blvd,,,New York,10026,US,NY,"2211 Frederick Douglass Blvd, New York, NY 10026"
vGQRmWKrR_x-JAyeCT5F1A,Tsion Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/HYdQnAPwNV7f4KSYR-Tz9w/o.jpg,False,https://www.yelp.com/biz/tsion-cafe-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,160,4.0,"['delivery', 'pickup']",$$,(212) 234-2070,Ethiopian,Mediterranean,40.826335,-73.943519,763 St Nicholas Ave,,,New York,10031,US,NY,"763 St Nicholas Ave, New York, NY 10031"
H4fS32597GN025rMM85W-g,Sisters' Caribbean Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/T4y0RMLIyJmRntjthKJDLw/o.jpg,False,https://www.yelp.com/biz/sisters-caribbean-cuisine-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,170,4.0,"['delivery', 'pickup']",$$,(212) 410-3000,Caribbean,Southern,40.80503,-73.94082,47 E 124th St,,,New York,10035,US,NY,"47 E 124th St, New York, NY 10035"
HOKbDzRHb-uyDHihqp2YAg,Uptown Veg and Juice Bar,https://s3-media2.fl.yelpcdn.com/bphoto/gZIMATSHS2cOIn8EqOiraw/o.jpg,False,https://www.yelp.com/biz/uptown-veg-and-juice-bar-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,127,4.0,"['pickup', 'delivery']",$$,(212) 987-2660,Juice Bars & Smoothies,,40.80552,-73.94053,52 E 125th St,,,New York,10035,US,NY,"52 E 125th St, New York, NY 10035"
8c3UnmA-8Qg3WYVRQDi2Wg,Lighthouse Fish Market & Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/kWYtSOxiTAG5lf7h5lS0zg/o.jpg,False,https://www.yelp.com/biz/lighthouse-fish-market-and-restaurant-new-york-6?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,236,3.5,"['delivery', 'pickup']",$$,(212) 203-2241,Chicken Wings,Seafood,40.81434,-73.94854,2451 Frederick Douglass Blvd,,,New York,10027,US,NY,"2451 Frederick Douglass Blvd, New York, NY 10027"
4wyPdXX96e0akxvCp268iw,Accra Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/ffrwe76XkIl-lehuQ-Bvcw/o.jpg,False,https://www.yelp.com/biz/accra-restaurant-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,123,4.0,"['delivery', 'pickup']",$$,(212) 932-7739,African,Soul Food,40.8079504,-73.9490877,2065 Adam Clayton Powell Jr Blvd,,,New York,10027,US,NY,"2065 Adam Clayton Powell Jr Blvd, New York, NY 10027"
IJg3TdXz8IzKTfcspmr8MQ,Seasoned Vegan,https://s3-media2.fl.yelpcdn.com/bphoto/4cA_jzY4x6IPWcB79n6aSQ/o.jpg,False,https://www.yelp.com/biz/seasoned-vegan-new-york-2?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,1148,4.0,"['delivery', 'pickup']",$$,(212) 222-0092,Soul Food,American (Traditional),40.800664,-73.952757,55 Saint Nicholas Ave,,,New York,10026,US,NY,"55 Saint Nicholas Ave, New York, NY 10026"
5mOzZ17qU_8ijlP54Q206Q,Safari Restaurant NYC,https://s3-media1.fl.yelpcdn.com/bphoto/L5VXttqp4JSzuyrCD3_IQw/o.jpg,False,https://www.yelp.com/biz/safari-restaurant-nyc-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,191,4.5,['pickup'],$$,(646) 964-4252,Halal,Somali,40.80381,-73.9535,219 W 116th St,,,New York,10026,US,NY,"219 W 116th St, New York, NY 10026"
SXEnbcwgIcueFdvWtkAW-g,Harlem Hookah,https://s3-media2.fl.yelpcdn.com/bphoto/qW8_6mN2QsXXuVFqqRwESg/o.jpg,False,https://www.yelp.com/biz/harlem-hookah-new-york-4?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,328,3.0,"['pickup', 'delivery']",$$,(646) 912-9905,Lounges,Hookah Bars,40.8105416,-73.9435716,381 Lenox Ave,,,New York,10027,US,NY,"381 Lenox Ave, New York, NY 10027"
3vBVnzsJLRh8WtW3awKxeQ,Bodega 88,https://s3-media1.fl.yelpcdn.com/bphoto/V59Jwq7Oz5Nfz1K79kUrsw/o.jpg,False,https://www.yelp.com/biz/bodega-88-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,165,4.5,"['pickup', 'delivery']",$$,(212) 799-1602,Sports Bars,Cocktail Bars,40.7875358759796,-73.9711353555322,573 Columbus Ave,,,New York,10024,US,NY,"573 Columbus Ave, New York, NY 10024"
q2-AJv4J5W-nHLeMt4d4GA,Snooky's Custom Cakes,https://s3-media2.fl.yelpcdn.com/bphoto/s6NGUH7Mnec_8ft8wBMAmw/o.jpg,False,https://www.yelp.com/biz/snookys-custom-cakes-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,4,3.5,[],$$$$,(212) 665-0990,Custom Cakes,,40.795458,-73.966843,792 Columbus Ave,,,New York,10025,US,NY,"792 Columbus Ave, New York, NY 10025"
C2E1E0o-ssSrf_dokwxTXg,Massawa,https://s3-media3.fl.yelpcdn.com/bphoto/Xfrp9C-QkcKfBrUoBbxbwA/o.jpg,False,https://www.yelp.com/biz/massawa-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,290,4.0,"['pickup', 'delivery']",$$,(212) 663-0505,Ethiopian,African,40.8099,-73.95856,1239 Amsterdam Ave,,,New York,10027,US,NY,"1239 Amsterdam Ave, New York, NY 10027"
pwarWuPn7Aw_il-epzJEgg,Awash Ethiopian Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/MTJUXz_vjrh7-qaKIXzyxw/o.jpg,False,https://www.yelp.com/biz/awash-ethiopian-restaurant-new-york-3?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,330,4.0,"['delivery', 'pickup']",$$,(212) 982-9589,Ethiopian,African,40.72658,-73.98682,338 E 6th St,,,New York,10003,US,NY,"338 E 6th St, New York, NY 10003"
BQcgpQxUM39PMO_YDl_CqA,Freda's Caribbean & Soul Cuisine,https://s3-media1.fl.yelpcdn.com/bphoto/4JLFuFJ2kpnpMHO7ZSqvyQ/o.jpg,False,https://www.yelp.com/biz/fredas-caribbean-and-soul-cuisine-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,564,4.0,"['pickup', 'delivery']",$$,(917) 409-3689,Caribbean,Soul Food,40.80095,-73.96141,993 Columbus Ave,,,New York,10025,US,NY,"993 Columbus Ave, New York, NY 10025"
BqKuDTR5UfzaXA39_wH3Yg,Fresh From Hell,https://s3-media3.fl.yelpcdn.com/bphoto/1FWPhfOSUkhZ2B4T6Iexfg/o.jpg,False,https://www.yelp.com/biz/fresh-from-hell-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,259,4.5,"['delivery', 'pickup']",$$,(212) 956-4355,Salad,Sandwiches,40.7608265,-73.9889803,326 W 47th St,,,New York,10036,US,NY,"326 W 47th St, New York, NY 10036"
vLt2PHLh9AtKh7fIIvwCWQ,Le Soleil Brillant Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/LCfeMiW1HPjRKnuWcPxInw/o.jpg,False,https://www.yelp.com/biz/le-soleil-brillant-restaurant-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,88,4.0,[],$$,(646) 684-3138,Haitian,,40.76857,-73.988581,858 10th Ave,,,New York,10019,US,NY,"858 10th Ave, New York, NY 10019"
eCjQpniDmsnw3Hc9qP0ASw,Queen of Sheba,https://s3-media1.fl.yelpcdn.com/bphoto/z3dgPGBFALTALK9hTBr4aw/o.jpg,False,https://www.yelp.com/biz/queen-of-sheba-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,619,3.5,"['delivery', 'pickup']",$$,(212) 397-0610,Ethiopian,,40.76193,-73.99347,650 10th Ave,,,New York,10036,US,NY,"650 10th Ave, New York, NY 10036"
vulYgQzS8RlpsQtwEtgRwA,The Bun Hut,https://s3-media3.fl.yelpcdn.com/bphoto/BN7yB4aG3M6WhqJ2Wk8BqA/o.jpg,False,https://www.yelp.com/biz/the-bun-hut-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,7,5.0,"['pickup', 'delivery']",,(917) 388-2695,Caribbean,,40.72017,-73.98399,"178 Stanton St,",,,New York,10002,US,NY,"178 Stanton St,, New York, NY 10002"
gHdejB1Mx2P5UjAgZ6BT2w,Cheeky Sandwiches,https://s3-media3.fl.yelpcdn.com/bphoto/XGGQOLhQIL-Y8Y-CdHeOPg/o.jpg,False,https://www.yelp.com/biz/cheeky-sandwiches-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,1170,4.5,"['delivery', 'pickup']",$,(646) 504-8132,Sandwiches,Desserts,40.7158,-73.99169,35 Orchard St,,,New York,10002,US,NY,"35 Orchard St, New York, NY 10002"
H4jJ7XB3CetIr1pg56CczQ,Levain Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/zgjSt_RGjXQMJxYxYSo-bQ/o.jpg,False,https://www.yelp.com/biz/levain-bakery-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,8070,4.5,[],$$,(917) 464-3769,Bakeries,,40.7773520936702,-73.980282552649,1484 3rd Ave,,,New York,10023,US,NY,"1484 3rd Ave, New York, NY 10023"
0qLiJ70Iciz3K9JVmwY2tg,Las' Lap,https://s3-media1.fl.yelpcdn.com/bphoto/_qarM6T-z1qA-EnVU1MtYw/o.jpg,False,https://www.yelp.com/biz/las-lap-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,94,4.0,"['delivery', 'pickup']",$$,(646) 484-6002,Caribbean,Chicken Wings,40.7176,-73.99024,74 Orchard St,,,New York,10002,US,NY,"74 Orchard St, New York, NY 10002"
zyyT2yiyxxamC-jKc0v-fg,Omar's Kitchen and Rum Bar,https://s3-media2.fl.yelpcdn.com/bphoto/3wyLFJ6QbIFnfoH91PTx5g/o.jpg,False,https://www.yelp.com/biz/omars-kitchen-and-rum-bar-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,47,4.5,"['delivery', 'pickup']",,,Caribbean,Bars,40.720422,-73.984525,29A Clinton St,,,New York,10002,US,NY,"29A Clinton St, New York, NY 10002"
hGksyTiHBBdrhbiVjXzWVw,Scarr's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/k3iXzXNevY7-CuIbE0-FaQ/o.jpg,False,https://www.yelp.com/biz/scarrs-pizza-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,390,4.0,"['delivery', 'pickup']",$,(212) 334-3481,Pizza,,40.71534,-73.9914,22 Orchard St,,,New York,10002,US,NY,"22 Orchard St, New York, NY 10002"
0y9DFMGlr3IoXIH-QXbQKg,Whipped Urban Dessert Lab,https://s3-media2.fl.yelpcdn.com/bphoto/3lLVc5iA2DUgtIH1sAxd_Q/o.jpg,True,https://www.yelp.com/biz/whipped-urban-dessert-lab-brooklyn?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,16,4.5,[],,,Ice Cream & Frozen Yogurt,Vegan,40.71684,-73.96197,103 N  3rd St,,,Brooklyn,11249,US,NY,"103 N  3rd St, Brooklyn, NY 11249"
RC58AacE9s8VMMCz0boE4A,Berber Street Food,https://s3-media4.fl.yelpcdn.com/bphoto/3nEC_E4E3ICRRgSSaiJu4w/o.jpg,False,https://www.yelp.com/biz/berber-street-food-new-york-2?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,44,4.5,"['delivery', 'pickup']",,(646) 870-0495,African,,40.7302376195336,-74.0033399462744,35 Carmine St,,,New York,10014,US,NY,"35 Carmine St, New York, NY 10014"
KpBfFpjzsGvvqAzCasVW0g,Extra Virgin,https://s3-media2.fl.yelpcdn.com/bphoto/_uua754M7G5t11l0pWfA1A/o.jpg,False,https://www.yelp.com/biz/extra-virgin-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,1245,3.5,"['pickup', 'delivery']",$$,(212) 691-9359,Seafood,Greek,40.7353962496717,-74.0031888223197,259 W 4th St,,,New York,10014,US,NY,"259 W 4th St, New York, NY 10014"
RABCwRzA1YCSpIWuk9LgqA,Urban Vegan Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/O62gucsRimwOuSieJVgdKw/o.jpg,False,https://www.yelp.com/biz/urban-vegan-kitchen-new-york?adjust_creative=TbeWL7dBz_EmPK89bHN42A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=TbeWL7dBz_EmPK89bHN42A,437,4.0,"['delivery', 'pickup']",$$,(646) 438-9939,Soul Food,Vegan,40.7302,-74.00368,41 Carmine St,,,New York,10014,US,NY,"41 Carmine St, New York, NY 10014"
